entry	name	body_start	body_end
00038bac	FUN_00038bac	00038bac	00038c27
00038c30	FUN_00038c30	00038c30	00038e17
00038e18	__assert_fail	00038e18	00038e87
00038e90	__assert_perror_fail	00038e90	00038f13
00038f20	__assert	00038f20	00038f43
00038f50	isalnum	00038f50	00038f7f
00038f80	isalpha	00038f80	00038faf
00038fb0	iscntrl	00038fb0	00038fdf
00038fe0	isdigit	00038fe0	0003900f
00039010	islower	00039010	0003903f
00039040	isgraph	00039040	0003906f
00039070	isprint	00039070	0003909f
000390a0	ispunct	000390a0	000390cf
000390d0	isspace	000390d0	000390ff
00039100	isupper	00039100	0003912f
00039130	isxdigit	00039130	0003915f
00039160	tolower	00039160	000391ab
000391ac	toupper	000391ac	000391f7
00039200	isblank	00039200	0003922f
00039230	_tolower	00039230	00039267
00039268	_toupper	00039268	0003929f
000392a0	toascii	000392a0	000392a7
000392a8	isascii	000392a8	000392b7
000392b8	isblank_l	000392b8	000392cf
000392d0	isalnum_l	000392d0	000392e7
000392e8	isalpha_l	000392e8	000392ff
00039300	iscntrl_l	00039300	00039317
00039318	isdigit_l	00039318	0003932f
00039330	islower_l	00039330	00039347
00039348	isgraph_l	00039348	0003935f
00039360	isprint_l	00039360	00039377
00039378	ispunct_l	00039378	0003938f
00039390	isspace_l	00039390	000393a7
000393a8	isupper_l	000393a8	000393bf
000393c0	isxdigit_l	000393c0	000393d7
000393d8	tolower_l	000393d8	000393eb
000393ec	toupper_l	000393ec	000393ff
00039400	isctype	00039400	0003943b
00039440	__ctype_b_loc	00039440	0003945b
0003945c	__ctype_toupper_loc	0003945c	00039477
00039478	__ctype_tolower_loc	00039478	00039493
00039494	__ctype_init	00039494	000394f7
00039500	FUN_00039500	00039500	0003996f
00039970	bindtextdomain	00039970	000399cf
000399d0	bind_textdomain_codeset	000399d0	00039a2f
00039a30	dcgettext	00039a30	00039a6b
00039a70	dgettext	00039a70	00039a87
00039a90	gettext	00039a90	00039aaf
00039ab0	FUN_00039ab0	00039ab0	00039cef
00039da8	FUN_00039da8	00039da8	00039e5f
00039e60	FUN_00039e60	00039e60	0003abbf
0003abc0	FUN_0003abc0	0003abc0	0003b4ef
0003b4f0	dcngettext	0003b4f0	0003b52b
0003b530	dngettext	0003b530	0003b567
0003b570	ngettext	0003b570	0003b5b3
0003b5c0	FUN_0003b5c0	0003b5c0	0003b937
0003b940	FUN_0003b940	0003b940	0003cf1b
0003cf50	FUN_0003cf50	0003cf50	0003d557
0003d558	FUN_0003d558	0003d558	0003d7ef
0003d7f0	textdomain	0003d7f0	0003d95b
0003d960	FUN_0003d960	0003d960	0003de93
0003de94	FUN_0003de94	0003de94	0003e017
0003e020	FUN_0003e020	0003e020	0003e303
0003e310	FUN_0003e310	0003e310	0003e3bf
0003e3c0	FUN_0003e3c0	0003e3c0	0003e53f
0003e540	FUN_0003e540	0003e540	0003ed93
0003eda0	FUN_0003eda0	0003eda0	0003ef0b
0003ef10	FUN_0003ef10	0003ef10	0003ef5f
0003ef60	catopen	0003ef60	0003f1cf
0003f1d0	catgets	0003f1d0	0003f29f
0003f2a0	catclose	0003f2a0	0003f347
0003f350	__open_catalog	0003f350	0003fc17
0003fc20	isinfl	0003fc20	0003fc53
0003fc60	isnanl	0003fc60	0003fc8f
0003fc90	finite	0003fc90	0003fcab
0003fcb0	copysign	0003fcb0	0003fcdb
0003fce0	modfl	0003fce0	0003fdeb
0003fdf0	scalbn	0003fdf0	0003ff2f
0003ff30	frexpl	0003ff30	0003ffc3
0003ffd0	ldexp	0003ffd0	000400a7
000400b0	__signbit	000400b0	000400bf
000400c0	isinff	000400c0	000400eb
000400f0	isnanf	000400f0	0004010b
00040110	finitef	00040110	00040127
00040130	copysignf	00040130	0004014b
00040150	modff	00040150	0004020f
00040210	scalbnf	00040210	0004035f
00040360	frexpf	00040360	000403e3
000403f0	ldexpf	000403f0	000404af
000404b0	__signbitf	000404b0	000404bb
000404c0	FUN_000404c0	000404c0	000404e3
000404f0	__mips_fpu_getcw	000404f0	000404fb
000404fc	__mips_fpu_setcw	000404fc	00040503
00040510	__sigsetjmp	00040510	0004052f
00040530	FUN_00040530	00040530	00040583
00040590	setjmp	00040590	000405a7
000405b0	_setjmp	000405b0	000405c7
000405d0	longjmp	000405d0	0004063b
00040640	FUN_00040640	00040640	000406a3
000406b0	FUN_000406b0	000406b0	000406ff
00040700	FUN_00040700	00040700	0004075f
00040760	FUN_00040760	00040760	0004081b
0004081c	ssignal	0004081c	0004086b
00040870	raise	00040870	000408e7
000408f0	killpg	000408f0	00040927
00040930	FUN_00040930	00040930	00040a3f
00040a40	sigaction	00040a40	00040a7f
00040a80	sigprocmask	00040a80	00040b3b
00040b40	thunk_FUN_00029390	00040b40	00040b4b
00040b4c	kill	00040b4c	00040b6f
00040b80	sigpending	00040b80	00040bbb
00040bc0	sigsuspend	00040bc0	00040c7f
00040c80	FUN_00040c80	00040c80	00040cbf
00040cc0	FUN_00040cc0	00040cc0	00040d9f
00040da0	sigwait	00040da0	00040e3f
00040e40	sigblock	00040e40	00040e9b
00040ea0	sigsetmask	00040ea0	00040efb
00040f00	FUN_00040f00	00040f00	00040fa3
00040fa4	__sigpause	00040fa4	00041043
00041044	sigpause	00041044	0004105b
0004105c	__xpg_sigpause	0004105c	00041073
00041080	sigvec	00041080	00041177
00041180	sigstack	00041180	0004120f
00041210	FUN_00041210	00041210	0004121b
0004121c	sigaltstack	0004121c	0004123f
00041250	siginterrupt	00041250	00041343
00041350	__sigismember	00041350	00041377
00041378	__sigaddset	00041378	000413a3
000413a4	__sigdelset	000413a4	000413d3
000413e0	sigemptyset	000413e0	00041437
00041440	sigfillset	00041440	000414bb
000414c0	sigaddset	000414c0	0004151f
00041520	sigdelset	00041520	00041583
00041590	sigismember	00041590	000415eb
000415f0	sigreturn	000415f0	00041617
00041620	siggetmask	00041620	00041637
00041640	FUN_00041640	00041640	000416c3
000416c4	sysv_signal	000416c4	00041713
00041720	sigisemptyset	00041720	00041787
00041790	sigandset	00041790	00041803
00041810	sigorset	00041810	00041883
00041890	__libc_current_sigrtmin	00041890	000418a7
000418a8	__libc_current_sigrtmax_private	000418a8	000418bf
000418c0	__libc_allocate_rtsig_private	000418c0	0004191b
00041920	FUN_00041920	00041920	00041a17
00041a18	sigtimedwait	00041a18	00041acb
00041ad0	FUN_00041ad0	00041ad0	00041bcb
00041bcc	sigwaitinfo	00041bcc	00041c6b
00041c70	sigqueue	00041c70	00041d3b
00041d40	sighold	00041d40	00041dcb
00041dd0	sigrelse	00041dd0	00041e5b
00041e60	sigignore	00041e60	00041ec7
00041ed0	sigset	00041ed0	000420b7
000420c0	atof	000420c0	000420d7
000420e0	atoi	000420e0	000420fb
00042100	atol	00042100	0004211b
00042120	atoll	00042120	0004213b
00042140	abort	00042140	0004240f
00042410	bsearch	00042410	00042503
00042510	FUN_00042510	00042510	00042983
00042990	FUN_00042990	00042990	00042d47
00042d48	qsort_r	00042d48	0004312b
0004312c	qsort	0004312c	0004315f
00043160	getenv	00043160	000432fb
00043300	putenv	00043300	00043443
00043450	FUN_00043450	00043450	0004389f
000438a0	setenv	000438a0	0004394b
0004394c	unsetenv	0004394c	00043b13
00043b14	clearenv	00043b14	00043c47
00043c50	secure_getenv	00043c50	00043c7b
00043c80	FUN_00043c80	00043c80	00043dd7
00043dd8	exit	00043dd8	00043dff
00043e00	on_exit	00043e00	00043e6b
00043e70	FUN_00043e70	00043e70	00044073
00044074	FUN_00044074	00044074	000440ef
000440f0	__cxa_atexit	000440f0	0004416b
00044170	__cxa_finalize	00044170	00044357
00044360	quick_exit	00044360	0004438f
00044390	__cxa_at_quick_exit	00044390	000443af
000443b0	__cxa_thread_atexit_impl	000443b0	000444ff
00044500	__call_tls_dtors	00044500	0004462b
00044630	abs	00044630	0004463f
00044640	labs	00044640	0004464f
00044650	imaxabs	00044650	00044677
00044680	div	00044680	0004469f
000446a0	ldiv	000446a0	000446bf
000446c0	lldiv	000446c0	0004474f
00044750	mblen	00044750	00044843
00044850	mbstowcs	00044850	0004488f
00044890	mbtowc	00044890	00044977
00044980	wcstombs	00044980	000449bf
000449c0	wctomb	000449c0	00044a63
00044a70	FUN_00044a70	00044a70	00044a9f
00044aa0	srand	00044aa0	00044b73
00044b74	initstate	00044b74	00044c93
00044c94	setstate	00044c94	00044d87
00044d88	random	00044d88	00044e53
00044e60	setstate_r	00044e60	00044f87
00044f88	random_r	00044f88	0004504f
00045050	srandom_r	00045050	0004519f
000451a0	initstate_r	000451a0	00045363
00045370	rand	00045370	00045387
00045390	rand_r	00045390	000453df
000453e0	drand48	000453e0	0004541b
00045420	erand48	00045420	00045457
00045460	lrand48	00045460	0004549b
000454a0	nrand48	000454a0	000454d7
000454e0	mrand48	000454e0	0004551b
00045520	jrand48	00045520	00045557
00045560	srand48	00045560	00045577
00045580	seed48	00045580	000455bf
000455c0	lcong48	000455c0	000455d7
000455e0	drand48_r	000455e0	000455fb
00045600	erand48_r	00045600	000456a3
000456b0	lrand48_r	000456b0	000456d7
000456e0	nrand48_r	000456e0	00045747
00045750	mrand48_r	00045750	00045777
00045780	jrand48_r	00045780	000457db
000457e0	srand48_r	000457e0	0004581f
00045820	seed48_r	00045820	00045887
00045890	lcong48_r	00045890	000458e3
000458f0	FUN_000458f0	000458f0	0004598f
00045990	__strtol_internal	00045990	000459cf
000459d0	strtol	000459d0	00045a13
00045a20	__strtoul_internal	00045a20	00045a5f
00045a60	strtoul	00045a60	00045aa3
00045ab0	__strtoll_internal	00045ab0	00045aef
00045af0	strtoq	00045af0	00045b33
00045b40	__strtouq_internal	00045b40	00045b7f
00045b80	strtoull	00045b80	00045bc3
00045bd0	FUN_00045bd0	00045bd0	000461b3
000461b4	strtol_l	000461b4	000461e7
000461f0	FUN_000461f0	000461f0	00046717
00046718	strtoul_l	00046718	0004674b
00046750	FUN_00046750	00046750	00046f2b
00046f2c	strtoll_l	00046f2c	00046f5f
00046f60	FUN_00046f60	00046f60	00047643
00047644	strtoull_l	00047644	00047677
00047680	__strtof_internal	00047680	000476a3
000476a4	strtof	000476a4	000476cb
000476d0	__strtod_internal	000476d0	000476f3
000476f4	strtod	000476f4	0004771b
00047720	__strtold_internal	00047720	00047743
00047744	strtold	00047744	0004776b
00047770	FUN_00047770	00047770	00047b9b
00047b9c	FUN_00047b9c	00047b9c	00047c37
00047c38	FUN_00047c38	00047c38	0004810b
0004810c	FUN_0004810c	0004810c	0004a9e3
0004a9e4	strtof_l	0004a9e4	0004a9ff
0004aa00	FUN_0004aa00	0004aa00	0004ae2b
0004ae2c	FUN_0004ae2c	0004ae2c	0004aec7
0004aec8	FUN_0004aec8	0004aec8	0004b48b
0004b48c	FUN_0004b48c	0004b48c	0004ded7
0004ded8	strtod_l	0004ded8	0004def3
0004df00	FUN_0004df00	0004df00	0004df17
0004df18	strtold_l	0004df18	0004df33
0004df40	FUN_0004df40	0004df40	0004e4f3
0004e4f4	FUN_0004e4f4	0004e4f4	0004e69f
0004e6a0	system	0004e6a0	0004e6f3
0004e700	realpath	0004e700	0004ecbb
0004ecbc	canonicalize_file_name	0004ecbc	0004ecd3
0004ece0	a64l	0004ece0	0004ed3b
0004ed40	l64a	0004ed40	0004ed9f
0004eda0	FUN_0004eda0	0004eda0	0004ee77
0004ee78	rpmatch	0004ee78	0004ef27
0004ef30	strfmon	0004ef30	0004ef7f
0004ef80	FUN_0004ef80	0004ef80	00050247
00050248	strfmon_l	00050248	0005027f
00050280	getsubopt	00050280	0005041b
00050420	__xpg_basename	00050420	0005055b
00050560	FUN_00050560	00050560	0005068f
00050690	FUN_00050690	00050690	0005098f
00050990	fmtmsg	00050990	00050ee3
00050ee4	addseverity	00050ee4	00050fcf
00050fd0	strtoimax	00050fd0	00050fe7
00050ff0	strtoumax	00050ff0	00051007
00051010	wcstoimax	00051010	00051027
00051030	wcstoumax	00051030	00051047
00051050	getcontext	00051050	000510f7
00051100	setcontext	00051100	000511ef
000511f0	makecontext	000511f0	000512bf
00051300	swapcontext	00051300	0005140b
00051410	FUN_00051410	00051410	00051487
00051488	FUN_00051488	00051488	00051533
000515b4	FUN_000515b4	00051534	0005165f
00051660	FUN_00051660	00051660	0005177b
00051780	FUN_00051780	00051780	0005184b
00051850	FUN_00051850	00051850	000518c7
00051fd0	FUN_00051fd0	00051fd0	000527f7
00052800	FUN_00052800	00052800	000528cf
000528d0	FUN_000528d0	000528d0	00052993
00052f90	FUN_00052f90	00052f90	000533d3
000533e0	FUN_000533e0	000533e0	0005347b
00053480	FUN_00053480	00053480	0005360b
0005360c	FUN_0005360c	0005360c	00053ac3
00053ac4	FUN_00053ac4	00053ac4	00053c43
00053c44	FUN_00053c44	00053c44	00053c4f
00053c50	FUN_00053c50	00053c50	00054067
00054120	FUN_00054120	00054120	0005423b
00054240	FUN_00054240	00054240	0005430b
00054310	FUN_00054310	00054310	000543fb
00054400	FUN_00054400	00054400	0005441f
00054420	FUN_00054420	00054420	00054447
00054450	FUN_00054450	00054450	000546f7
00054700	FUN_00054700	00054700	000548d3
000548e0	ctermid	000548e0	00054953
00054960	cuserid	00054960	00054a1b
00054a20	FUN_00054a20	00054a20	00054b17
00054b18	FUN_00054b18	00054b18	00055017
00055018	FUN_00055018	00055018	0005509b
0005509c	FUN_0005509c	0005509c	00055127
00055130	FUN_00055130	00055130	00055637
00055640	FUN_00055640	00055640	00055743
00055744	vfprintf	00055744	0005a51b
0005a838	FUN_0005a838	0005a838	0005aabb
0005aac0	vprintf	0005aac0	0005aae3
0005aaf0	FUN_0005aaf0	0005aaf0	0005acd3
0005acd4	FUN_0005acd4	0005acd4	0005afdb
0005afdc	FUN_0005afdc	0005afdc	0005b057
0005b058	__printf_fp	0005b058	0005d4ab
0005d4b0	register_printf_specifier	0005d4b0	0005d613
0005d614	register_printf_function	0005d614	0005d62b
0005d630	parse_printf_format	0005d630	0005d7d7
0005eef0	register_printf_modifier	0005eef0	0005f0ef
0005f0f0	FUN_0005f0f0	0005f0f0	0005f1e3
0005f1e4	FUN_0005f1e4	0005f1e4	0005f2db
0005f2e0	register_printf_type	0005f2e0	0005f43b
0005f440	printf_size	0005f440	0005fc0b
0005fc0c	printf_size_info	0005fc0c	0005fc33
0005fc40	fprintf	0005fc40	0005fc7f
0005fc80	printf	0005fc80	0005fccf
0005fcd0	snprintf	0005fcd0	0005fd0b
0005fd10	sprintf	0005fd10	0005fd4f
0005fd50	asprintf	0005fd50	0005fd8f
0005fd90	dprintf	0005fd90	0005fdcf
0005fdd0	FUN_0005fdd0	0005fdd0	0005fee7
0005fee8	vfwprintf	0005fee8	00064e57
00065488	FUN_00065488	00065488	00065757
00065760	_IO_vfscanf	00065760	0006ceaf
0006ceb0	vfscanf	0006ceb0	0006cec7
0006ced0	FUN_0006ced0	0006ced0	0007382b
0007382c	vfwscanf	0007382c	00073843
00073850	fscanf	00073850	0007388f
00073890	scanf	00073890	000738e3
000738f0	sscanf	000738f0	0007392f
00073930	FUN_00073930	00073930	000739cf
000739d0	perror	000739d0	00073b5b
00073b60	psignal	00073b60	00073cc3
00073cd0	tmpfile	00073cd0	00073db7
00073dc0	tmpfile64	00073dc0	00073ea7
00073eb0	tmpnam	00073eb0	00073fb7
00073fc0	tmpnam_r	00073fc0	0007404b
00074050	tempnam	00074050	000740e7
000740f0	FUN_000740f0	000740f0	00074147
00074148	FUN_00074148	00074148	00074367
00074368	FUN_00074368	00074368	000747eb
000747f0	getline	000747f0	0007480b
00074810	getw	00074810	0007485b
00074860	putw	00074860	000748a7
000748b0	remove	000748b0	0007492f
00074930	thunk_FUN_00029390	00074930	0007493b
0007493c	rename	0007493c	0007495f
00074970	renameat	00074970	000749a7
000749b0	flockfile	000749b0	00074a4f
00074a50	ftrylockfile	00074a50	00074acb
00074ad0	funlockfile	00074ad0	00074b23
00074b30	__isoc99_scanf	00074b30	00074cb3
00074d40	__isoc99_vscanf	00074d40	00074eb3
00074f40	__isoc99_fscanf	00074f40	0007509f
00075130	__isoc99_vfscanf	00075130	0007528b
00075310	__isoc99_sscanf	00075310	0007534f
00075350	__isoc99_vsscanf	00075350	0007540f
00075410	psiginfo	00075410	00075a07
00075a10	FUN_00075a10	00075a10	00075aa7
00075aa8	FUN_00075aa8	00075aa8	000761ff
00076200	FUN_00076200	00076200	000762cf
000762d0	FUN_000762d0	000762d0	000762db
000762dc	FUN_000762dc	000762dc	00076a63
00076a70	FUN_00076a70	00076a70	00076bbf
00076bc0	_IO_file_doallocate	00076bc0	00076cf7
00076d00	fclose	00076d00	00076fdb
00077050	fdopen	00077050	000772ef
000772f0	fflush	000772f0	0007742f
000774b0	fgetpos	000774b0	000776ff
00077780	fgets	00077780	0007793f
000779c0	FUN_000779c0	000779c0	00077a1f
00077a20	FUN_00077a20	00077a20	00077b2f
00077b30	fopen	00077b30	00077b47
00077bd4	FUN_00077bd4	00077bd4	00077c27
00077c44	FUN_00077c44	00077c44	00077c67
00077c68	FUN_00077c68	00077c68	00077d1f
00077d20	fopencookie	00077d20	00077e33
00077e40	fputs	00077e40	00077feb
00078060	fread	00078060	000781f7
00078270	fsetpos	00078270	00078417
00078490	ftell	00078490	00078763
000788c0	fwrite	000788c0	00078b47
00078b90	getdelim	00078b90	00078ed7
00078f50	_IO_getline_info	00078f50	0007919b
0007919c	_IO_getline	0007919c	000791d3
000791e0	gets	000791e0	000793d3
00079450	_IO_padn	00079450	0007958b
00079590	_IO_proc_close	00079590	000797df
00079848	_IO_proc_open	00079848	00079ba3
00079ba4	popen	00079ba4	00079c87
00079c90	puts	00079c90	00079ebb
00079f30	FUN_00079f30	00079f30	0007a107
0007a108	_IO_seekoff	0007a108	0007a25b
0007a2d0	FUN_0007a2d0	0007a2d0	0007a387
0007a388	_IO_seekpos	0007a388	0007a4d3
0007a550	setbuffer	0007a550	0007a6df
0007a760	setvbuf	0007a760	0007a9df
0007aa20	ungetc	0007aa20	0007ab5b
0007abd0	vsprintf	0007abd0	0007accf
0007acd0	vsscanf	0007acd0	0007ad83
0007ad90	fgetpos64	0007ad90	0007afd3
0007b050	fopen64	0007b050	0007b067
0007b070	fsetpos64	0007b070	0007b217
0007b290	fputwc	0007b290	0007b40b
0007b480	fputwc_unlocked	0007b480	0007b537
0007b540	fgetwc	0007b540	0007b687
0007b700	getwc_unlocked	0007b700	0007b743
0007b750	getwchar	0007b750	0007b8cf
0007b950	getwchar_unlocked	0007b950	0007b99b
0007b9a0	fgetws	0007b9a0	0007bb67
0007bbe0	fgetws_unlocked	0007bbe0	0007bceb
0007bcf0	fputws	0007bcf0	0007be6f
0007bef0	fputws_unlocked	0007bef0	0007bfb3
0007bfc0	FUN_0007bfc0	0007bfc0	0007c233
0007c234	FUN_0007c234	0007c234	0007c26b
0007c270	FUN_0007c270	0007c270	0007c3a7
0007c3b0	ungetwc	0007c3b0	0007c503
0007c580	putwc	0007c580	0007c6db
0007c750	putwc_unlocked	0007c750	0007c79b
0007c7a0	putwchar	0007c7a0	0007c92b
0007c9a0	putwchar_unlocked	0007c9a0	0007c9ef
0007c9f0	putchar	0007c9f0	0007cb77
0007cbf0	putchar_unlocked	0007cbf0	0007cc37
0007cc40	fwprintf	0007cc40	0007cc7f
0007cc80	swprintf	0007cc80	0007ccbb
0007ccc0	vwprintf	0007ccc0	0007cce3
0007ccf0	wprintf	0007ccf0	0007cd3f
0007cd40	wscanf	0007cd40	0007cd93
0007cda0	fwscanf	0007cda0	0007cddf
0007cde0	vwscanf	0007cde0	0007ce07
0007cea4	vswprintf	0007cea4	0007cf9b
0007cfa0	vswscanf	0007cfa0	0007d063
0007d070	swscanf	0007d070	0007d0af
0007d0b0	FUN_0007d0b0	0007d0b0	0007d33f
0007d340	_IO_least_wmarker	0007d340	0007d373
0007d374	_IO_switch_to_main_wget_area	0007d374	0007d3ab
0007d3ac	_IO_switch_to_wbackup_area	0007d3ac	0007d3e3
0007d3e4	_IO_wsetb	0007d3e4	0007d4a3
0007d4a4	_IO_wdefault_pbackfail	0007d4a4	0007d6a7
0007d6a8	_IO_wdefault_finish	0007d6a8	0007d763
0007d764	_IO_wdefault_uflow	0007d764	0007d7c3
0007d7c4	__woverflow	0007d7c4	0007d82f
0007d830	_IO_wdefault_xsputn	0007d830	0007d9a7
0007d9a8	_IO_wdoallocbuf	0007d9a8	0007da3f
0007da40	_IO_wdefault_doallocate	0007da40	0007dacb
0007dacc	_IO_switch_to_wget_mode	0007dacc	0007db77
0007db78	_IO_free_wbackup_area	0007db78	0007dc0b
0007dc0c	__wuflow	0007dc0c	0007ddab
0007ddac	__wunderflow	0007ddac	0007df3b
0007df3c	_IO_wdefault_xsgetn	0007df3c	0007e073
0007e074	_IO_sputbackwc	0007e074	0007e0ef
0007e0f0	_IO_sungetwc	0007e0f0	0007e167
0007e168	_IO_adjust_wcolumn	0007e168	0007e1c3
0007e1c4	_IO_init_wmarker	0007e1c4	0007e27b
0007e27c	_IO_wmarker_delta	0007e27c	0007e2df
0007e2e0	_IO_seekwmark	0007e2e0	0007e3cb
0007e3cc	_IO_unsave_wmarkers	0007e3cc	0007e407
0007e47c	FUN_0007e47c	0007e47c	0007e4a7
0007e4a8	FUN_0007e4a8	0007e4a8	0007e6df
0007e6e0	FUN_0007e6e0	0007e6e0	0007e717
0007e78c	FUN_0007e78c	0007e78c	0007ea47
0007ea48	FUN_0007ea48	0007ea48	0007eb3f
0007eb40	FUN_0007eb40	0007eb40	0007eb63
0007eb64	FUN_0007eb64	0007eb64	0007eea7
0007eeb0	FUN_0007eeb0	0007eeb0	0007efd7
0007efd8	_IO_wfile_underflow	0007efd8	0007f7a7
0007f7e8	_IO_wfile_seekoff	0007f7e8	00080223
00080224	FUN_00080224	00080224	000803fb
000803fc	FUN_000803fc	000803fc	0008045f
00080460	_IO_wdo_write	00080460	00080697
00080698	_IO_wfile_overflow	00080698	00080997
00080998	_IO_wfile_sync	00080998	00080b4b
00080b4c	_IO_wfile_xsputn	00080b4c	00080d27
00080d74	FUN_00080d74	00080d74	00080e8b
00080e8c	FUN_00080e8c	00080e8c	00080e97
00080e98	FUN_00080e98	00080e98	00080f8b
00080f8c	FUN_00080f8c	00080f8c	000810a3
000810a4	FUN_000810a4	000810a4	00081177
00081178	FUN_00081178	00081178	000813c3
000813d0	fwide	000813d0	0008154b
000816f8	open_wmemstream	000816f8	0008181f
00081820	clearerr	00081820	00081957
00081960	feof	00081960	00081a7f
00081a80	ferror	00081a80	00081b9f
00081ba0	fileno	00081ba0	00081beb
00081bf0	fputc	00081bf0	00081d43
00081dc0	freopen	00081dc0	0008212b
000821a0	fseek	000821a0	000822f3
00082370	getc	00082370	000824af
00082530	getchar	00082530	000826a3
00082848	open_memstream	00082848	00082953
00082960	pclose	00082960	00082977
00082980	putc	00082980	00082ad3
00082b50	rewind	00082b50	00082c83
00082d00	setbuf	00082d00	00082d17
00082d20	setlinebuf	00082d20	00082d3f
00082d40	vasprintf	00082d40	00082ef3
00082f00	vdprintf	00082f00	00083093
000830a0	vscanf	000830a0	000830c7
00083164	vsnprintf	00083164	00083253
00083368	FUN_00083368	00083368	0008342f
00083430	obstack_vprintf	00083430	000835fb
000835fc	obstack_printf	000835fc	0008363b
00083640	fcloseall	00083640	00083657
00083660	fseeko	00083660	000837b3
00083830	ftello	00083830	00083aff
00083b80	freopen64	00083b80	00083ea3
00083f20	fseeko64	00083f20	00084077
000840f0	ftello64	000840f0	000843b7
00084430	__fbufsize	00084430	00084463
00084470	__freading	00084470	0008449f
000844a0	__fwriting	000844a0	000844ab
000844b0	__freadable	000844b0	000844bf
000844c0	__fwritable	000844c0	000844cf
000844d0	__flbf	000844d0	000844db
000844e0	__fpurge	000844e0	0008458b
00084590	__fpending	00084590	000845c3
000845d0	__fsetlocking	000845d0	00084603
00084610	FUN_00084610	00084610	0008494f
00084950	__libc_fatal	00084950	00084997
